area	height	readout	fwhm
0.088	6.045	18	12
1.025	26.815	15	39
0.980	36.037	14	23
1.121	22.976	12	23
1.266	20.568	16	44
0.113	8.503	11	11
1.163	14.976	12	27
0.654	14.067	14	32
0.141	8.105	17	16
1.326	26.267	13	52
1.137	31.562	11	35
1.384	36.122	11	46
1.376	23.032	17	35
1.400	23.802	14	28
1.352	31.240	14	22
0.997	27.841	11	33
1.127	39.959	15	26
1.375	33.874	16	25
1.235	18.883	18	38
0.752	24.240	18	27
1.335	28.959	14	27
1.359	19.085	12	47
1.065	14.516	12	25
1.791	75.151	17	21
0.715	24.306	18	27
1.630	42.201	12	32
1.387	55.837	13	23
0.167	9.046	11	17
1.616	28.926	12	29
1.052	17.568	12	66
1.291	17.469	13	35
1.427	30.566	15	22
0.399	11.068	15	31
0.397	13.881	13	26
0.695	29.925	11	20
0.725	13.868	18	56
1.059	26.542	16	33
1.337	23.864	16	31
0.966	17.963	18	32
1.237	21.646	17	26
1.515	60.495	11	22
0.751	22.913	12	29
0.082	6.245	17	12
0.072	6.342	15	9
0.132	7.574	12	17
1.470	24.264	16	33
0.690	15.920	13	50
1.166	23.095	12	23
1.288	28.017	12	31
1.431	28.663	13	26
0.716	17.561	12	33
1.389	10.878	13	83
1.088	23.085	17	27
0.524	15.481	18	23
2.187	62.203	15	23
0.362	10.682	14	29
0.903	24.550	16	32
0.782	34.708	17	22
0.750	17.446	13	36
1.270	18.255	14	34
1.552	31.971	16	26
0.115	8.432	12	12
0.825	22.972	12	31
1.112	20.592	16	53
1.172	29.646	14	41
0.970	31.381	15	29
1.459	42.900	13	25
0.102	7.563	12	11
0.696	23.826	15	25
1.123	34.990	17	29
0.096	6.122	18	14
1.030	27.286	15	32
1.118	26.304	16	47
0.770	15.355	15	21
1.227	43.619	18	26
1.342	22.173	17	32
0.127	7.837	16	15
1.194	20.270	11	27
0.122	7.635	14	13
1.065	38.556	18	24
0.099	6.280	17	15
0.127	8.245	14	15
1.502	33.957	16	28
0.956	22.937	17	39
0.757	22.861	18	28
1.164	29.132	15	44
0.102	7.827	13	11
1.123	15.201	16	54
0.813	24.014	12	30
0.137	7.462	17	17
0.105	7.106	15	13
1.062	15.626	17	35
0.923	28.241	14	28
1.028	16.149	13	36
1.493	51.077	11	24
1.262	36.620	12	23
0.122	7.288	18	14
0.791	26.996	18	24
1.327	22.816	16	34
1.076	20.749	16	34
1.302	44.951	11	22
0.135	8.583	12	13
1.339	20.789	11	35
1.357	27.230	18	28
0.466	12.930	13	27
1.359	35.633	16	25
1.049	16.292	11	40
0.444	12.664	15	34
1.260	28.014	11	21
0.400	15.705	13	23
0.996	40.514	14	23
0.115	6.460	15	15
1.662	38.884	12	24
0.945	17.642	12	50
1.195	25.884	11	24
1.645	40.008	17	22
1.114	38.746	18	26
0.088	6.308	15	12
0.112	6.679	17	16
0.958	23.905	12	25
0.177	6.560	18	19
1.535	28.522	11	42
0.103	7.631	13	11
0.110	6.673	12	15
1.874	32.806	11	22
0.108	8.856	11	11
0.111	8.065	17	12
0.116	7.044	12	14
1.008	20.331	15	36
0.364	11.433	15	30
1.232	22.841	16	34
1.121	28.643	18	38
1.142	15.602	17	53
0.596	14.022	15	43
1.473	8.792	16	147
0.125	7.607	12	15
1.026	20.502	18	30
0.467	14.905	18	27
1.107	41.584	14	24
1.027	21.152	18	29
1.430	43.682	17	26
1.141	27.296	11	30
0.854	27.245	12	29
1.292	19.428	12	32
1.586	18.256	11	51
0.135	8.733	13	13
1.248	25.432	13	25
0.904	31.876	15	27
1.500	38.413	16	26
1.206	25.938	17	23
0.146	6.826	12	20
1.341	46.234	16	27
0.916	18.099	17	67
1.264	34.384	11	37
1.335	22.428	14	26
0.286	9.394	17	30
1.145	16.830	16	52
1.012	12.941	14	27
1.242	32.551	13	27
0.839	18.878	18	24
0.144	8.342	14	14
0.871	23.633	13	29
0.991	23.364	15	46
1.185	16.497	15	23
1.484	31.349	18	24
1.333	27.378	15	42
1.475	29.245	18	27
1.540	33.927	16	33
1.086	15.600	14	54
1.284	40.176	16	29
1.388	20.758	15	30
0.136	7.047	15	13
0.138	8.446	12	14
1.086	33.610	15	25
1.013	26.870	15	32
0.120	6.613	18	16
0.081	6.603	17	10
0.142	10.126	13	12
1.193	34.138	18	31
1.139	31.631	15	22
1.233	20.856	17	74
1.237	32.702	12	22
1.537	23.459	17	36
1.223	20.628	14	25
1.490	53.182	13	22
1.108	46.315	15	22
0.164	8.419	11	19
1.845	61.597	11	25
1.824	33.869	13	56
0.140	7.140	15	17
0.139	7.318	18	18
1.269	28.159	17	23
1.207	21.131	11	26
0.990	12.514	18	26
1.591	65.953	11	22
0.147	8.175	14	14
1.373	36.537	11	26
1.413	40.352	15	27
1.457	26.811	14	25
1.229	37.467	18	32
0.127	6.928	16	16
0.200	7.941	13	24
0.892	15.157	14	48
1.441	37.357	11	32
1.164	13.962	16	30
1.230	21.727	12	64
1.525	24.824	11	35
0.645	25.586	18	23
1.108	23.000	11	23
0.141	8.327	13	15
1.427	23.626	16	51
0.951	34.896	15	25
1.531	43.917	16	32
0.130	8.330	11	13
1.121	21.714	14	52
0.133	8.088	13	13
0.136	8.386	13	15
0.147	7.562	12	17
1.634	30.803	16	53
1.184	28.940	14	32
1.069	21.724	17	27
0.914	13.988	13	32
0.972	20.233	16	26
1.315	31.724	11	51
0.128	7.441	14	16
1.127	15.039	12	55
0.111	7.240	12	14
1.253	45.968	17	24
1.373	34.702	15	29
2.405	28.071	16	53
1.225	30.656	15	52
0.908	19.929	15	19
0.142	6.863	18	21
0.684	15.939	15	28
0.686	17.162	16	38
0.836	21.139	15	34
1.541	46.155	11	24
2.525	32.847	13	89
0.962	30.675	15	25
1.322	16.931	11	53
0.092	6.624	12	12
0.114	8.347	16	11
0.125	7.130	18	15
1.275	36.066	12	31
0.123	6.689	17	17
0.957	26.442	12	32
0.992	29.505	18	28
1.185	40.811	16	27
0.141	7.786	13	16
0.107	6.157	17	17
0.126	8.043	16	15
1.092	33.876	15	27
0.118	7.600	13	15
1.219	11.825	13	59
1.751	57.529	11	24
0.442	13.020	12	24
0.872	25.912	11	24
1.058	17.095	14	46
1.414	22.474	18	33
1.707	50.662	15	26
1.208	23.912	12	50
1.618	68.225	13	20
0.114	8.316	11	12
0.116	7.349	16	13
1.112	21.081	14	40
0.124	8.489	11	13
0.846	20.304	17	39
1.173	21.884	13	50
1.039	17.284	17	35
0.903	19.983	14	45
1.322	56.144	17	22
1.797	68.845	17	21
0.865	16.672	18	41
1.305	31.065	13	29
1.127	30.544	12	36
0.905	13.684	17	36
0.100	7.239	14	12
0.938	27.010	12	31
1.070	17.451	17	34
1.188	21.474	18	33
1.088	24.246	16	24
1.087	29.089	14	33
0.094	6.844	17	11
1.157	26.203	14	45
1.135	17.960	14	36
0.940	25.830	15	35
1.122	18.061	14	30
1.328	50.688	16	23
0.103	6.185	18	16
1.219	25.514	17	22
1.183	24.444	16	46
0.970	15.010	12	26
1.298	19.875	18	28
1.229	28.633	11	22
1.271	20.011	13	58
2.078	30.729	12	27
1.361	22.387	15	27
0.125	6.744	17	15
0.993	15.227	17	28
1.280	26.522	16	24
1.242	42.270	11	27
1.175	24.074	13	31
0.847	17.763	14	47
0.351	11.377	18	26
1.310	27.588	17	29
1.335	24.313	13	55
0.124	7.787	16	14
0.123	7.215	16	15
0.103	6.441	15	13
0.137	7.655	16	16
0.109	6.358	18	15
1.382	57.092	13	22
0.989	31.237	15	22
1.483	28.178	16	44
1.183	16.054	12	52
1.584	34.004	11	30
0.119	7.920	17	13
0.443	10.258	13	55
0.103	7.565	12	11
0.095	6.244	18	12
1.339	28.909	13	20
0.934	13.349	18	74
0.182	8.281	14	20
0.151	7.075	18	18
1.882	16.293	17	74
0.573	15.808	16	33
0.114	7.377	13	14
0.960	33.931	15	25
0.158	7.433	18	21
1.076	27.862	13	36
0.088	6.989	16	11
0.995	20.866	17	50
1.009	30.998	11	28
1.102	24.745	17	25
1.003	26.015	17	30
0.595	15.206	13	44
0.111	7.310	16	13
1.113	20.624	14	33
0.134	7.787	17	14
1.052	19.620	13	32
0.862	21.105	15	39
1.191	26.350	17	24
1.015	35.798	11	26
1.542	54.196	17	23
1.040	30.182	13	32
0.870	20.841	13	23
1.363	21.030	12	30
1.199	28.809	18	25
0.112	8.091	17	11
1.316	24.732	11	26
1.120	40.981	12	25
0.932	38.001	18	23
1.375	53.141	11	24
0.117	6.495	18	17
0.156	9.820	13	15
1.436	24.765	12	25
1.251	26.414	16	35
0.984	19.604	14	28
1.399	53.252	16	23
1.375	47.408	17	27
1.390	42.423	14	25
0.713	26.984	14	25
1.231	27.021	17	26
1.537	44.286	13	28
1.173	39.498	18	27
0.117	6.915	18	13
0.128	7.327	14	17
1.382	25.784	11	30
1.309	40.464	13	29
0.091	6.547	16	12
0.985	25.542	13	38
0.457	11.561	15	24
0.117	6.637	16	15
1.289	20.729	13	29
1.064	31.685	15	27
1.237	27.039	14	22
0.105	6.950	16	14
1.524	33.918	13	27
0.943	13.966	18	33
1.347	29.656	11	34
1.168	31.391	18	31
0.117	6.704	17	16
1.422	25.693	11	25
1.217	27.328	18	22
1.419	29.139	16	28
1.560	35.414	13	25
1.187	18.384	16	35
0.130	7.665	11	15
1.235	18.947	15	54
1.360	25.712	12	30
1.268	38.578	17	22
1.261	19.395	15	42
0.111	7.458	16	14
0.976	36.326	15	26
1.208	20.828	16	26
1.080	11.562	14	62
1.125	48.456	13	21
1.191	14.822	16	49
1.233	17.783	16	35
1.120	35.321	16	22
0.836	13.367	12	53
1.044	22.350	11	23
0.122	7.938	17	14
0.779	17.450	12	30
0.807	14.983	13	24
0.114	6.802	15	16
1.121	18.211	14	30
0.112	7.728	11	12
0.094	5.712	17	13
0.999	24.448	14	43
1.153	44.128	18	23
0.097	6.539	12	14
1.027	20.314	16	46
0.093	7.173	18	11
0.130	6.885	17	16
0.997	32.056	16	28
1.317	44.207	13	23
1.028	38.264	15	24
0.130	7.404	18	15
1.089	20.284	17	43
1.205	18.176	13	50
0.121	7.941	11	13
1.227	17.457	13	21
1.345	34.015	16	22
1.155	50.251	18	21
0.774	15.260	18	46
1.039	38.481	18	24
0.528	20.020	12	22
1.168	28.872	11	26
0.106	7.314	15	13
1.072	16.780	17	47
1.433	30.795	16	46
1.073	26.100	16	26
1.149	21.722	18	23
0.111	7.082	18	14
1.404	31.071	16	24
0.134	7.767	14	14
0.361	11.685	14	18
0.085	6.361	18	10
0.293	12.156	17	22
1.313	25.512	12	34
0.117	6.717	17	15
0.961	31.270	16	27
0.099	7.885	15	10
0.103	6.820	18	12
1.316	44.145	16	28
0.139	7.153	17	17
1.258	26.790	15	29
1.440	42.063	15	24
1.235	21.981	11	34
1.225	25.957	14	44
1.255	35.689	18	27
2.339	37.945	15	25
1.202	22.329	17	34
0.456	12.787	16	35
0.957	11.774	11	34
0.173	7.561	14	18
0.306	8.331	12	29
0.330	10.259	16	25
0.716	13.158	12	27
0.163	9.875	11	13
0.838	14.369	15	41
1.375	32.685	17	25
1.387	34.931	15	50
1.406	24.603	11	30
1.258	28.784	13	23
1.393	21.207	12	42
1.344	33.405	11	21
1.177	13.741	13	38
0.544	8.063	16	30
1.125	24.553	15	23
1.104	33.672	14	24
0.592	13.316	13	118
1.111	22.387	11	29
1.262	21.396	11	32
1.349	20.790	12	36
0.843	15.482	18	32
1.465	52.518	17	22
0.109	7.144	16	13
1.320	29.706	15	32
1.444	30.558	18	25
1.374	30.902	13	25
0.926	9.283	18	75
0.089	7.371	14	10
0.100	6.898	17	12
1.327	24.131	15	33
0.094	7.353	18	12
0.102	7.946	13	11
1.264	20.240	12	28
1.144	31.224	18	36
1.098	12.061	13	35
1.274	24.703	18	25
1.131	16.054	13	39
0.126	8.713	13	13
1.770	50.941	15	24
0.112	7.103	14	13
1.212	21.246	18	59
1.235	24.130	11	32
0.108	7.051	16	14
0.130	8.183	16	14
0.919	17.965	13	54
0.825	18.742	12	44
0.656	22.458	18	25
1.437	39.926	15	29
0.114	6.684	16	14
1.490	37.329	13	59
0.339	8.866	16	25
0.109	7.222	16	13
0.999	22.090	13	41
0.170	7.337	14	15
1.349	34.546	11	26
2.317	86.186	12	22
1.315	38.393	17	22
1.295	51.273	15	23
1.232	44.873	18	25
0.103	6.790	12	13
1.349	19.178	17	37
1.127	29.777	18	35
0.693	13.933	14	41
0.788	21.492	11	24
0.768	19.653	15	34
0.259	8.443	12	26
0.150	7.796	13	17
0.129	8.343	11	14
1.211	30.293	14	24
0.900	36.163	16	23
0.111	8.019	13	12
1.329	30.257	13	28
1.017	25.945	15	36
1.441	25.852	12	34
0.104	7.775	18	11
0.158	7.492	15	20
1.194	42.567	12	26
0.116	7.565	14	11
0.145	8.297	17	17
0.733	20.306	15	27
1.466	38.238	11	33
1.027	29.098	15	31
1.008	27.746	13	34
1.124	21.307	12	32
1.111	28.176	12	38
1.360	18.288	11	46
1.375	27.065	12	24
1.045	26.353	14	35
1.384	31.920	13	33
1.158	16.263	15	53
0.659	16.173	14	45
1.340	29.515	11	26
1.176	29.749	17	23
1.081	18.142	18	60
0.091	7.170	17	11
1.676	29.191	11	35
0.134	7.062	17	16
1.179	17.590	14	37
0.958	32.484	11	23
0.084	6.839	17	10
0.573	20.057	18	22
1.342	35.823	16	26
0.643	12.647	18	67
0.509	18.239	17	24
0.095	6.660	17	13
1.147	14.834	15	45
1.301	31.663	15	22
1.246	23.109	11	44
0.501	20.748	15	22
1.506	30.172	11	29
1.138	30.121	13	22
0.079	6.148	15	11
1.048	42.652	18	22
0.104	6.615	15	14
0.092	6.242	15	14
0.319	8.205	12	28
0.760	16.057	16	43
1.162	21.448	16	29
0.538	11.330	11	36
1.278	24.156	15	30
1.336	21.916	11	35
1.216	26.079	16	27
1.434	23.646	13	25
1.209	37.633	12	28
1.206	48.766	14	23
1.506	37.328	16	29
1.102	12.896	12	28
0.097	6.761	18	13
1.179	16.218	15	35
0.119	7.872	17	13
1.349	41.361	16	30
1.222	26.628	18	50
0.614	13.728	17	44
0.434	14.168	12	25
1.255	25.151	11	31
0.125	8.773	16	12
1.115	16.861	18	27
1.209	21.450	16	35
1.314	42.236	18	23
0.771	14.886	12	41
0.115	7.800	14	14
0.449	9.883	15	50
1.298	26.969	12	48
0.098	6.930	17	13
1.282	15.446	14	32
0.092	6.793	16	12
1.015	29.917	12	29
0.737	17.212	18	46
1.176	26.535	12	42
1.478	37.629	11	26
1.517	62.190	11	23
0.972	27.514	15	28
1.032	37.985	15	25
1.111	24.304	18	46
1.317	31.432	13	49
0.973	20.545	18	32
0.215	8.506	14	13
1.332	31.884	13	26
0.121	7.873	16	14
1.194	21.738	11	43
1.098	44.635	17	23
0.989	16.781	18	24
1.131	21.089	18	29
1.606	51.934	13	25
1.281	19.014	15	23
0.901	30.106	17	21
0.943	25.041	11	20
1.324	19.467	16	28
0.554	16.124	15	23
0.752	23.086	15	31
1.589	22.924	14	49
1.436	29.389	13	28
0.956	11.926	13	52
1.297	28.210	11	42
1.331	23.969	15	36
0.883	10.684	11	26
1.019	25.464	11	37
0.104	6.845	17	13
1.126	14.114	17	30
0.098	6.953	12	12
0.117	6.200	15	18
1.269	26.041	16	29
1.010	21.103	17	20
1.102	32.022	17	32
0.759	11.783	18	72
1.273	17.858	14	42
1.378	26.155	11	39
0.106	6.700	17	13
0.092	6.821	14	11
1.451	42.449	11	25
0.100	6.351	15	14
1.067	36.088	11	26
0.503	17.835	18	22
1.440	32.105	17	40
1.272	31.127	18	27
0.107	6.947	15	13
1.228	17.246	18	54
1.361	33.338	14	28
1.100	18.080	14	36
0.155	7.346	17	20
1.074	19.080	17	22
1.224	23.477	17	29
0.089	6.132	18	13
1.405	46.810	13	27
1.220	19.393	12	26
0.963	19.919	11	50
1.207	24.555	12	31
0.133	7.391	12	16
0.096	5.971	18	15
0.112	7.187	16	14
1.037	17.942	13	31
0.605	15.212	13	15
1.142	28.683	16	30
1.224	27.471	18	31
1.397	38.129	17	23
1.266	23.414	12	27
1.282	17.050	15	39
0.750	20.157	15	33
1.263	27.184	16	22
0.171	7.939	15	20
1.243	28.156	12	28
1.482	25.678	16	26
0.890	15.124	12	41
1.414	38.891	15	27
1.236	25.682	18	22
1.047	37.158	17	25
1.704	50.787	11	25
1.313	48.672	11	21
1.407	35.720	17	29
1.395	22.689	13	35
1.075	28.594	15	23
0.397	10.920	17	34
0.386	11.974	14	30
0.322	10.426	11	20
0.110	6.020	18	16
0.712	22.049	12	28
0.134	8.534	15	14
0.116	6.758	17	15
0.974	20.451	15	49
0.708	25.437	15	27
0.127	7.422	17	16
1.236	31.129	16	28
1.024	35.877	18	25
0.140	8.220	13	16
0.118	7.417	17	14
1.165	21.608	13	50
1.250	23.908	11	30
1.407	29.096	11	52
0.262	10.615	17	22
1.060	34.571	13	24
0.756	29.319	17	23
0.493	21.206	18	21
1.395	45.400	11	28
1.341	31.932	16	26
1.008	13.609	14	54
0.997	28.592	14	31
1.498	40.663	12	27
0.092	6.418	12	13
0.629	16.409	17	25
1.373	32.851	16	24
1.319	18.376	18	47
0.465	10.896	15	41
0.367	10.705	16	31
0.996	29.452	18	31
1.081	27.759	17	30
1.069	20.293	17	26
0.948	22.899	12	34
1.543	42.371	16	36
0.821	24.135	15	22
0.153	6.961	14	18
0.112	6.515	18	15
0.139	6.860	17	18
0.625	24.772	15	23
1.450	37.302	18	42
1.588	31.378	11	24
1.490	59.914	11	23
0.490	21.307	11	20
0.774	18.127	13	24
1.166	34.909	15	22
0.187	7.938	12	15
0.145	9.039	11	14
0.101	6.010	15	16
1.332	42.083	16	27
0.195	10.555	11	17
1.141	16.482	12	26
0.104	7.713	13	11
1.326	38.566	11	24
1.108	29.650	14	25
1.119	16.244	12	25
1.409	38.566	11	23
0.119	8.213	13	12
1.094	20.082	13	39
1.417	27.275	16	32
1.555	26.891	11	24
0.809	22.607	14	35
1.414	47.035	16	26
0.865	23.867	14	33
0.495	10.130	11	54
1.462	46.936	13	27
1.336	25.104	16	27
1.449	42.137	13	26
1.112	43.922	15	24
1.459	34.385	11	31
0.094	6.467	17	13
0.105	7.744	12	12
1.442	27.209	15	23
1.512	54.671	16	26
1.198	32.660	17	33
0.706	13.942	16	22
0.090	5.947	18	12
1.472	55.818	14	22
1.256	24.485	13	30
2.029	13.533	11	20
1.162	13.455	17	40
0.537	14.733	12	30
1.297	34.101	12	24
1.259	25.375	13	27
1.259	34.437	14	36
1.123	22.059	15	29
1.035	22.429	15	21
1.261	23.199	15	29
1.090	32.093	17	30
1.231	36.142	15	23
1.405	55.503	11	23
1.420	22.971	18	30
1.160	23.902	14	47
0.464	10.889	18	44
1.178	44.402	15	25
1.510	41.851	11	28
1.281	31.253	12	21
1.260	19.090	13	31
1.251	21.735	18	29
1.155	28.899	13	32
0.112	6.567	17	16
1.188	39.605	12	26
0.124	7.192	17	16
0.121	7.371	15	13
0.167	6.436	17	15
1.363	40.891	18	30
1.080	38.185	14	26
1.587	54.728	16	24
1.280	27.059	12	27
1.484	19.029	16	51
1.308	26.270	17	34
0.508	14.129	14	24
0.130	7.846	14	15
1.205	21.571	14	34
0.085	6.434	18	12
1.173	49.982	17	22
0.111	6.693	15	14
0.148	8.618	11	15
1.423	55.005	16	23
1.026	30.445	12	31
0.126	7.063	15	15
0.217	8.732	18	18
0.926	21.427	18	22
0.940	14.945	18	27
1.541	57.239	14	21
1.120	32.511	11	30
0.998	29.026	14	29
1.138	25.904	18	31
1.085	25.877	11	25
0.120	8.421	15	13
0.113	7.005	15	14
1.596	30.831	12	49
0.110	8.290	15	11
0.975	36.465	12	24
0.905	23.188	18	33
0.953	19.112	11	46
0.882	15.144	12	71
0.952	14.252	13	48
1.156	43.850	13	22
1.024	11.377	17	61
1.812	30.232	14	27
1.254	27.146	12	23
1.335	33.522	12	27
1.309	28.364	13	48
1.071	18.230	17	27
1.138	16.741	14	36
1.219	21.570	11	29
1.426	48.608	15	24
1.295	24.889	16	30
1.560	45.624	16	26
0.734	20.857	18	31
1.471	37.705	14	35
1.595	35.749	17	24
1.066	45.182	17	22
0.249	8.000	17	31
0.232	9.435	11	24
1.287	42.233	18	23
1.036	26.644	14	30
1.075	43.757	14	23
1.506	32.536	18	22
1.400	22.094	15	31
0.159	8.678	11	17
1.157	33.472	17	23
1.281	18.669	17	29
1.200	15.854	13	25
1.299	26.882	12	49
0.146	9.017	11	14
1.305	22.587	16	35
0.611	19.872	11	26
0.122	6.689	18	17
1.564	34.702	15	23
1.282	38.401	17	27
1.392	28.256	13	23
1.201	20.174	14	35
0.378	18.383	16	18
1.033	19.091	14	24
1.310	29.281	18	24
1.158	21.512	13	28
1.420	28.476	11	28
1.453	17.028	12	56
0.557	18.724	18	24
1.158	17.540	11	60
1.181	24.482	12	31
0.101	7.847	14	10
1.287	20.439	15	46
0.151	8.263	15	17
0.884	33.377	17	25
1.267	21.004	14	42
0.961	24.461	17	39
1.419	37.936	11	33
0.972	17.107	12	29
0.382	13.479	17	28
1.073	25.496	18	23
1.233	24.676	15	46
1.219	37.896	11	30
1.371	37.707	15	36
0.913	28.462	18	27
1.281	22.877	16	23
0.983	15.291	13	47
1.580	56.884	14	22
0.685	26.890	14	24
1.182	34.243	17	31
1.294	32.287	13	27
1.221	28.398	12	27
1.166	45.571	14	23
1.160	19.548	13	27
1.234	15.341	18	31
1.119	16.621	11	45
1.280	17.733	17	48
1.685	60.939	11	23
0.100	6.332	17	13
1.264	50.934	13	22
0.596	14.716	16	40
1.203	22.040	18	52
0.104	7.191	16	13
1.209	27.012	16	26
0.886	30.944	16	25
1.098	21.228	18	31
1.279	29.171	17	43
0.594	23.592	18	24
0.480	14.264	17	29
0.091	6.827	12	12
0.124	7.515	18	15
1.181	32.271	17	25
1.141	15.839	11	37
1.191	30.608	18	27
1.135	20.728	17	56
1.126	39.910	18	23
0.126	8.638	14	12
1.209	20.338	13	29
1.208	28.952	12	34
1.295	55.784	15	22
1.440	36.751	18	30
1.117	22.828	16	26
1.279	30.230	13	26
0.553	11.781	17	49
0.140	7.504	12	16
0.146	8.550	13	16
1.288	26.387	11	50
1.314	35.491	16	31
1.293	31.992	11	37
1.370	32.230	15	25
1.369	17.230	13	51
1.555	29.959	15	21
0.145	8.865	13	13
0.113	6.733	18	15
0.951	11.869	16	34
0.999	40.869	18	23
0.096	6.173	12	15
0.807	26.159	14	27
0.123	8.129	13	13
1.342	20.101	18	28
1.315	26.427	13	34
1.425	22.023	11	24
0.113	6.708	15	15
1.264	47.971	18	25
1.256	29.843	14	20
0.851	16.362	12	54
0.595	23.885	13	23
0.364	14.923	14	22
0.805	15.524	15	57
1.087	17.563	14	55
0.928	26.513	18	28
1.266	37.261	17	22
1.325	28.064	12	29
0.097	6.877	16	13
0.116	8.003	16	12
1.257	28.299	14	28
0.984	34.789	15	22
1.213	19.125	14	28
1.138	25.324	18	26
1.243	27.680	16	34
0.956	25.996	12	32
0.934	22.343	11	39
0.174	9.101	16	17
1.058	15.937	15	37
0.561	13.563	15	40
0.116	7.245	16	14
1.569	45.166	14	25
0.136	7.229	16	12
0.115	8.264	14	12
0.126	7.318	17	15
0.109	8.047	13	11
1.048	24.982	18	44
1.115	20.954	16	28
1.357	41.813	16	29
1.445	28.633	11	31
1.003	19.970	17	49
0.431	16.128	16	25
1.147	13.382	18	37
0.128	6.519	15	16
0.980	14.103	14	27
0.138	8.405	14	16
0.880	20.861	11	30
0.958	25.286	18	37
1.072	19.041	11	27
0.588	20.393	13	27
0.689	30.970	13	20
1.542	41.647	13	35
0.846	20.079	15	40
1.108	28.203	16	38
0.489	13.160	16	42
1.294	26.914	13	23
1.301	16.707	16	40
1.670	62.580	18	23
0.908	20.601	18	57
1.207	32.954	17	30
1.622	62.483	12	21
0.786	28.358	13	25
1.278	22.037	14	29
1.375	35.598	17	29
1.063	20.615	11	48
1.326	31.378	11	25
1.171	46.529	12	23
1.021	28.633	15	33
1.266	23.390	11	58
1.303	49.954	13	24
1.146	39.274	11	28
0.574	13.427	12	44
1.465	23.888	12	32
0.146	7.819	14	17
1.044	18.210	18	23
1.065	41.793	13	23
0.794	13.941	14	29
1.189	50.179	11	22
0.344	10.977	17	22
1.492	36.919	12	27
1.189	40.737	11	27
0.327	7.907	14	66
0.232	13.002	13	17
1.242	23.483	18	30
1.168	37.886	15	22
0.238	9.794	17	23
0.207	7.041	16	27
0.625	20.905	14	23
0.475	18.771	17	22
1.474	57.294	11	24
0.627	24.557	18	24
1.341	25.119	16	30
1.139	44.915	11	23
1.248	19.448	17	36
0.639	22.658	16	25
0.486	17.589	14	17
1.369	44.444	14	24
1.211	23.854	11	24
0.728	18.858	11	32
1.146	28.338	16	38
1.076	27.407	16	29
1.204	24.896	15	31
0.922	39.064	18	22
0.756	11.417	14	31
1.028	21.117	16	36
1.308	25.622	13	37
0.146	8.673	13	16
0.098	6.842	17	13
0.183	8.696	11	19
1.429	33.785	14	33
1.857	63.955	16	24
1.100	16.720	14	47
0.129	6.726	15	19
0.593	21.872	11	23
1.375	24.899	16	42
0.092	6.821	15	11
1.362	25.540	16	35
0.993	36.283	15	24
0.139	6.917	12	12
1.543	14.001	18	51
1.400	23.003	18	27
0.379	17.021	18	19
1.568	31.413	11	39
0.803	32.629	12	23
0.775	17.752	13	47
1.421	54.065	14	24
1.260	45.205	18	22
0.305	8.344	16	35
1.250	18.089	14	35
1.759	36.612	11	45
1.243	24.972	17	61
1.149	24.641	13	45
0.873	20.376	17	39
0.886	30.858	17	26
0.878	29.927	16	24
1.184	26.566	12	24
0.179	9.072	13	19
0.814	12.671	11	75
1.044	36.108	12	26
0.579	13.046	12	22
1.759	66.191	11	23
0.672	8.975	17	52
0.102	7.750	12	11
0.986	31.045	18	26
1.305	24.052	18	28
1.089	30.815	18	26
1.394	28.731	16	36
1.009	18.521	14	35
0.862	21.973	13	37
0.979	23.075	16	42
1.412	47.360	15	27
1.089	15.286	13	40
0.923	20.070	12	28
0.126	7.404	14	16
1.296	51.386	13	23
1.310	29.789	18	22
1.140	27.911	15	33
0.159	7.570	16	21
1.291	47.167	12	24
1.387	39.513	14	23
1.433	33.289	18	23
1.454	33.028	13	22
1.242	41.912	16	23
0.113	7.455	15	14
1.190	39.347	11	27
1.033	18.748	17	67
0.301	11.438	17	22
0.792	22.371	13	35
1.235	41.055	13	24
1.213	33.668	11	33
1.532	30.461	12	22
1.046	22.762	16	25
0.118	7.088	14	14
1.489	39.017	13	32
0.135	7.472	15	17
1.215	22.245	16	33
0.935	38.918	17	22
1.147	25.298	13	29
0.959	21.871	15	28
1.187	17.748	14	51
1.608	41.361	15	23
1.026	13.038	14	55
1.063	15.534	16	67
0.927	17.977	18	56
0.107	6.659	17	14
0.246	8.361	14	29
0.107	7.559	16	12
0.084	6.902	17	10
1.165	22.328	14	77
1.529	28.630	11	38
0.121	7.469	18	15
1.348	22.002	11	31
1.242	47.047	18	24
1.460	28.545	11	60
1.025	37.021	12	24
1.664	37.430	11	27
1.177	24.619	11	60
1.502	28.195	17	24
0.129	8.059	16	14
1.228	17.100	18	30
1.021	26.808	12	33
1.951	48.304	14	45
1.333	34.816	12	37
1.280	38.171	11	23
1.340	23.843	12	27
1.284	23.147	14	28
0.817	24.194	14	33
0.101	6.918	16	13
0.952	11.375	17	32
1.160	44.792	11	22
0.097	7.842	12	11
0.112	7.686	17	13
1.226	29.419	12	28
0.132	7.296	15	17
0.109	6.633	18	15
0.099	6.946	16	13
0.078	6.525	17	11
1.013	18.447	15	30
1.311	53.847	12	23
1.116	16.623	13	53
0.113	7.322	15	14
1.135	20.682	15	26
1.246	22.663	11	27
0.092	7.635	15	10
1.231	23.568	16	26
1.096	14.809	13	46
0.115	6.994	17	15
0.164	9.417	11	14
0.130	7.164	16	15
